500 25000
36 281 74
391 421 129
355 399 18
425 307 981
85 19 939
183 396 521
4 77 326
372 433 45
168 411 314
292 34 2
419 70 135
493 461 557
475 316 808
493 94 968
326 31 987
265 67 235
286 71 812
112 295 598
9 464 9
324 108 895
178 379 965
314 225 779
223 200 447
31 45 393
499 371 925
338 136 492
74 275 915
386 239 711
336 249 27
346 73 135
93 251 866
59 65 591
137 172 188
31 23 59
300 288 675
215 26 914
453 61 88
440 154 340
307 213 757
398 255 898
42 393 570
142 84 807
42 384 947
217 451 974
131 378 837
147 183 898
235 476 52
427 283 618
185 33 373
357 10 246
302 152 330
462 46 566
409 263 518
72 245 783
470 481 259
375 408 894
493 445 280
218 380 207
435 392 721
118 354 767
184 115 382
54 351 481
154 275 226
438 246 59
49 473 320
444 318 117
224 36 998
283 77 587
1 13 331
342 167 653
76 222 856
57 228 131
195 68 702
367 364 20
485 440 409
335 223 986
422 76 351
106 151 834
143 493 354
148 69 428
488 115 175
217 162 243
272 30 459
144 367 399
392 476 51
95 82 702
282 226 47
136 226 468
64 83 447
220 71 914
395 140 929
490 264 811
449 409 678
200 314 880
175 58 708
226 154 791
280 436 869
327 424 595
147 488 530
95 208 453
361 456 94
142 298 210
305 248 119
335 448 934
67 475 344
276 201 998
67 481 786
436 160 62
383 308 550
414 255 611
367 468 419
313 111 217
24 268 817
495 104 618
281 171 593
476 14 628
115 302 141
177 38 449
80 304 56
191 23 524
462 337 487
497 208 360
467 490 883
60 468 331
207 444 197
477 237 742
278 317 546
334 360 569
358 322 258
198 353 823
454 202 384
166 169 226
49 230 694
232 437 138
430 125 50
134 454 787
274 66 168
343 277 842
454 475 195
387 348 501
72 215 916
122 349 371
261 77 955
69 351 374
237 194 503
79 0 478
126 130 111
376 291 410
296 31 610
297 464 43
88 388 258
80 475 536
35 44 887
261 133 934
94 191 416
205 67 708
467 215 91
78 365 907
121 453 648
232 162 10
191 242 486
228 130 382
467 243 516
401 8 80
104 12 191
164 479 258
107 57 623
367 31 429
15 263 591
377 306 186
215 34 816
450 2 559
398 443 726
22 400 738
65 416 717
175 24 627
299 391 510
228 258 273
319 487 579
5 203 966
173 153 320
85 471 575
356 369 371
82 243 123
320 160 539
390 336 415
369 135 306
379 215 916
4 34 904
401 65 612
73 2 935
1 359 156
372 441 252
386 4 600
302 373 87
460 252 302
229 108 189
444 297 998
56 370 1
343 371 860
499 95 653
251 442 767
16 181 271
116 335 496
56 147 600
358 376 208
399 361 604
332 305 401
331 213 623
184 56 847
396 408 794
49 159 589
292 144 457
289 52 604
241 262 833
302 162 46
406 494 352
333 109 734
128 11 745
217 180 273
339 472 917
252 355 583
85 9 745
132 267 592
336 278 769
253 412 983
431 246 444
165 226 455
263 443 135
36 282 460
305 78 573
126 330 780
209 268 641
399 88 186
20 193 951
3 125 197
448 142 775
391 441 352
203 98 282
128 224 964
261 434 232
402 241 484
311 492 424
349 12 470
300 16 447
349 316 89
124 71 847
342 314 640
46 17 739
328 146 315
293 407 249
25 161 342
362 472 834
108 474 67
55 176 883
497 300 806
344 495 973
336 41 842
427 370 988
344 40 909
39 254 733
225 393 259
424 1 734
491 57 762
226 54 62
385 250 909
358 86 951
200 366 173
41 109 188
140 305 228
401 344 483
487 70 376
246 346 729
94 64 840
9 301 590
418 159 529
221 212 395
394 253 856
82 245 161
163 147 6
498 134 928
226 232 774
455 65 612
94 159 29
377 439 342
406 160 406
153 407 11
9 341 756
170 4 903
28 354 889
308 432 622
83 240 539
47 334 698
428 268 219
453 255 670
211 408 429
222 269 771
234 320 482
123 129 414
136 111 340
187 40 109
258 151 106
268 456 862
220 389 392
343 219 184
452 429 985
219 26 401
225 15 13
66 202 553
27 460 556
485 80 364
199 222 31
322 294 272
66 137 843
250 108 297
458 412 578
296 483 604
197 61 971
210 479 673
115 6 985
23 343 917
387 43 140
270 217 786
394 283 276
238 385 884
387 343 148
465 139 484
69 337 45
41 399 876
66 15 734
321 278 120
313 48 689
100 295 472
112 420 553
112 385 692
96 306 881
493 199 781
369 266 648
103 170 686
181 491 316
343 257 660
167 485 545
377 449 465
430 61 702
474 10 508
356 3 208
489 225 474
137 328 996
175 361 339
492 367 996
209 62 105
221 229 942
266 106 391
285 363 815
145 71 670
353 412 395
179 401 76
27 76 437
367 420 656
215 129 718
321 202 448
7 403 647
164 40 362
149 391 197
45 423 98
410 317 947
419 385 428
137 58 483
437 173 303
196 32 59
343 196 99
205 175 637
490 177 529
187 74 304
137 47 254
163 309 424
462 228 809
243 366 867
226 155 892
29 351 925
40 251 149
177 241 826
58 280 400
362 269 299
117 285 608
393 247 337
202 490 203
421 68 358
313 98 62
238 38 608
212 78 360
361 108 601
39 166 234
439 29 355
238 498 640
198 243 388
35 445 730
90 218 799
449 383 249
363 474 787
331 399 826
285 438 492
371 229 873
226 319 223
367 17 966
107 53 263
189 143 333
488 444 717
89 307 691
377 279 229
447 462 128
273 247 566
265 470 647
491 197 966
214 64 483
33 23 888
148 212 32
482 201 328
242 371 767
471 318 581
99 91 181
17 209 151
164 200 848
130 266 264
465 151 787
354 300 500
238 282 553
66 333 547
54 75 919
173 46 237
255 497 681
288 14 390
439 30 942
140 12 560
256 477 212
248 421 146
200 394 554
119 420 952
209 175 449
390 315 315
74 246 709
134 355 38
198 251 722
62 499 495
60 152 335
39 352 82
445 472 502
249 181 529
50 423 344
414 481 49
475 467 404
88 80 6
435 141 658
123 32 510
205 330 834
59 79 867
88 482 290
284 199 197
86 114 530
487 441 498
243 307 16
250 395 596
256 331 89
266 306 622
129 11 452
463 422 883
183 10 365
325 146 565
405 72 824
403 315 632
368 174 710
457 293 516
431 422 379
235 237 801
336 98 661
253 473 246
136 378 170
461 282 837
93 53 255
472 421 782
35 231 75
51 162 349
283 398 86
436 369 859
100 57 957
113 311 930
359 299 308
29 260 590
219 205 144
474 178 917
256 213 648
32 399 413
119 188 134
330 140 191
287 253 854
217 113 154
377 494 266
320 213 472
316 188 650
233 296 215
234 480 331
397 12 83
162 483 271
296 313 911
339 452 664
194 21 129
200 399 124
466 219 189
290 35 229
440 120 26
7 354 358
339 103 870
422 265 706
45 413 19
308 253 824
472 299 345
454 499 244
78 317 463
119 108 850
349 400 323
227 408 529
85 99 133
455 373 250
13 418 664
385 226 917
209 50 568
54 4 67
299 434 736
114 54 696
317 255 949
140 482 357
169 67 308
154 374 181
405 388 599
421 273 177
190 334 579
258 388 584
177 39 370
413 6 424
110 323 31
59 315 513
268 336 580
76 491 455
109 248 843
60 169 468
237 359 802
168 469 542
475 59 88
251 21 263
283 432 78
296 200 766
377 128 757
184 89 5
43 11 704
65 90 137
180 373 922
377 398 603
134 82 692
492 461 194
18 160 932
108 13 839
166 57 203
371 386 41
487 452 131
476 484 504
398 95 26
225 472 276
328 106 711
372 450 524
418 321 537
351 429 550
42 95 459
245 318 846
139 157 150
270 134 634
127 384 729
5 109 201
344 14 610
369 432 431
406 135 212
114 266 636
264 37 622
398 16 6
480 21 468
181 154 257
341 499 123
87 478 543
300 286 573
460 54 201
290 20 467
426 136 856
400 35 224
407 367 597
227 48 252
336 242 603
460 46 175
220 133 153
263 285 791
189 97 198
242 388 218
61 166 355
418 67 242
494 326 609
92 53 9
344 389 251
299 201 649
326 421 635
479 37 420
270 226 18
39 29 424
246 299 491
488 294 169
449 386 222
458 82 964
62 233 517
346 390 976
119 12 54
489 333 874
247 224 255
367 310 201
36 259 939
259 69 873
75 131 958
92 195 17
383 393 259
211 12 771
265 1 456
491 100 180
247 124 650
355 379 571
146 490 641
19 65 624
477 10 819
346 393 213
185 214 883
217 461 859
368 467 702
180 322 582
252 320 424
393 339 842
369 168 352
189 14 97
254 471 54
183 199 277
466 236 343
350 454 804
209 174 123
122 351 956
464 221 976
168 262 490
118 368 813
172 51 364
144 220 407
300 429 433
368 243 746
485 366 597
293 182 670
111 321 800
424 345 704
289 147 74
242 291 794
1 92 75
434 15 621
221 236 716
467 73 82
417 219 617
87 488 320
372 100 993
24 376 338
80 17 985
154 259 629
300 112 721
228 46 88
201 120 176
417 439 750
352 356 469
141 20 761
486 44 638
324 125 655
162 131 767
304 417 898
481 186 337
231 38 546
52 359 842
361 352 362
113 15 235
120 177 367
471 36 367
249 340 636
147 321 322
336 404 861
382 456 572
224 170 425
438 145 763
197 110 278
432 230 307
151 470 479
154 441 515
373 42 856
397 408 242
469 484 764
394 275 409
10 472 519
140 256 102
300 408 572
279 414 365
295 140 407
3 1 948
170 434 85
413 404 70
177 150 697
439 160 169
458 153 425
412 453 185
484 232 952
201 379 92
460 234 945
86 141 917
171 54 173
93 84 324
311 185 341
89 98 794
274 434 379
170 448 345
468 209 316
303 295 957
72 318 864
246 264 800
422 54 175
110 218 860
452 307 958
246 433 393
477 12 881
433 2 890
101 305 685
410 378 356
274 124 620
110 460 551
420 59 985
313 36 497
46 124 531
228 409 34
118 362 191
304 273 569
132 474 943
158 75 452
403 37 264
306 458 823
291 123 212
140 22 688
172 250 598
206 368 312
249 24 85
319 36 485
160 179 386
228 388 586
404 32 709
116 172 231
304 344 981
254 402 202
67 152 226
4 323 763
341 39 431
391 15 44
19 96 785
105 0 317
250 420 186
83 27 440
12 98 767
275 292 807
58 296 210
21 187 726
417 58 674
202 163 174
371 330 142
361 80 914
399 163 441
339 301 387
284 313 838
51 88 630
358 498 426
69 19 966
147 437 524
173 491 688
347 363 870
341 224 302
107 475 317
49 314 118
436 98 931
256 212 370
1 280 178
25 305 670
65 4 33
435 345 109
89 453 84
407 354 750
25 142 201
457 269 203
328 377 915
198 412 901
470 291 839
140 356 343
25 144 189
134 233 994
70 140 848
226 475 463
429 303 341
196 354 253
97 294 519
131 116 310
470 257 18
165 282 514
354 269 748
200 191 740
400 216 258
243 442 233
206 223 889
399 272 243
153 369 889
172 352 357
367 46 870
318 242 924
403 301 648
144 200 920
239 205 641
480 377 346
338 63 872
452 416 212
53 135 611
275 102 710
189 161 709
171 331 804
95 235 105
243 231 657
15 471 363
157 451 92
355 289 156
227 242 924
292 147 559
403 423 161
465 112 174
174 283 858
478 230 93
435 474 176
93 341 647
308 350 99
252 205 888
408 433 982
332 225 130
391 480 905
404 445 369
431 471 4
289 302 734
234 237 560
410 182 402
58 342 252
397 3 243
380 188 820
362 431 152
267 336 949
136 267 920
140 408 222
226 142 312
287 52 494
41 110 189
293 119 784
103 17 139
198 249 827
370 111 759
22 230 447
471 218 714
244 210 122
278 223 168
125 116 631
314 410 602
450 365 619
89 416 720
417 286 683
28 309 413
475 132 631
41 376 693
163 195 630
131 325 705
299 302 322
282 468 84
356 8 717
77 277 356
260 305 517
26 280 149
9 321 878
333 467 898
390 118 53
64 401 521
148 286 440
302 142 300
19 219 577
244 358 162
124 422 671
197 107 638
447 498 756
0 62 9
374 63 295
314 365 290
114 236 361
43 464 193
425 208 903
439 102 123
274 226 545
445 275 153
435 75 3
191 427 65
201 301 480
348 115 345
138 81 82
0 124 46
45 401 754
449 340 709
72 114 787
469 59 915
122 494 990
477 38 417
43 91 719
23 291 686
221 430 620
303 282 744
201 327 498
455 128 338
16 52 953
304 22 364
219 496 211
478 369 544
49 244 335
88 465 617
208 120 399
304 321 579
302 129 59
141 145 612
446 301 134
310 372 482
373 433 956
474 264 325
18 313 422
206 401 887
323 461 860
75 266 681
154 68 810
213 61 308
177 7 609
311 170 982
294 43 415
102 18 31
280 388 845
202 94 598
441 418 560
301 493 178
483 499 598
145 64 160
453 242 519
63 405 689
397 51 233
164 6 103
196 286 491
41 488 438
491 429 208
403 83 201
81 66 52
180 63 468
211 432 320
253 329 371
338 493 229
441 189 515
284 82 355
222 74 637
430 477 220
483 411 138
387 443 201
208 135 718
270 198 2
90 451 331
314 141 177
395 82 866
411 219 301
118 293 375
255 76 704
475 411 467
465 299 910
167 359 897
237 129 596
240 72 399
423 238 541
100 133 475
319 396 694
120 15 340
347 270 916
403 98 327
371 415 978
281 82 337
179 172 819
127 264 391
26 39 481
419 492 966
247 311 363
133 482 352
207 390 152
45 421 324
364 400 440
107 426 480
440 198 972
121 238 918
351 372 752
56 273 637
358 2 98
76 62 988
229 459 261
405 175 161
346 282 439
178 74 989
2 332 934
137 454 25
407 157 249
159 213 874
148 424 229
246 0 291
86 81 750
212 185 59
152 215 485
493 217 317
428 354 623
305 113 133
406 124 198
280 272 622
9 371 623
152 309 704
254 9 543
179 221 580
90 225 295
75 219 364
368 156 183
1 62 307
200 342 932
322 204 803
397 494 47
330 85 624
125 12 343
490 257 194
60 478 850
96 479 912
403 31 607
335 206 163
490 3 871
280 107 829
327 437 266
452 414 630
147 256 240
192 117 549
457 20 581
64 208 787
79 50 790
137 138 959
466 317 248
84 121 162
454 111 292
24 155 909
74 112 281
7 28 989
294 107 892
436 410 249
288 47 387
247 13 705
495 449 826
133 470 58
425 346 566
186 420 178
309 73 166
201 10 576
190 398 840
395 393 789
21 388 127
497 203 746
28 23 173
87 332 599
105 385 461
34 187 111
350 476 255
296 71 103
423 2 268
249 0 972
495 28 847
20 467 179
119 72 916
80 458 955
192 468 37
53 318 513
160 309 563
23 106 986
126 381 489
246 130 341
70 125 721
417 498 540
448 117 612
364 50 571
172 242 391
209 147 209
222 308 870
138 331 476
124 309 210
465 55 840
306 126 818
384 208 835
307 232 429
198 441 929
259 16 237
129 154 920
458 130 729
168 96 636
360 254 262
178 486 806
346 257 150
132 141 858
319 300 591
101 498 384
30 109 752
39 49 889
120 69 485
256 429 91
19 460 77
177 306 335
327 290 828
37 110 129
480 63 979
365 93 589
117 360 532
376 251 581
265 371 650
102 127 579
193 498 539
310 354 488
138 392 950
267 372 13
99 89 958
40 59 670
72 435 421
5 52 292
155 154 272
86 199 270
478 322 446
28 484 300
368 123 44
171 242 917
36 341 358
165 305 704
87 310 756
231 317 762
3 256 462
72 262 621
269 153 338
38 190 532
396 185 765
166 350 571
370 289 233
127 373 51
389 228 307
203 354 893
192 278 7
165 355 489
261 476 643
483 114 370
249 280 572
172 151 214
308 371 667
360 119 504
61 397 687
204 348 53
389 332 520
111 81 800
35 253 303
249 10 785
188 171 657
208 138 436
82 351 55
438 70 191
337 187 788
243 428 120
263 39 553
415 75 658
71 176 21
356 365 692
365 425 330
301 359 181
251 299 735
191 489 275
480 232 703
452 347 95
16 185 698
37 394 415
229 259 840
412 413 699
93 121 849
197 373 648
285 64 137
60 396 721
115 349 568
210 207 535
380 75 572
79 113 466
494 194 226
386 200 112
87 249 837
236 386 254
373 298 150
15 124 410
402 5 986
475 436 451
441 282 145
19 469 752
10 208 804
475 295 905
418 257 442
35 474 338
373 449 126
324 390 260
321 262 582
425 272 790
81 99 437
487 264 821
131 182 430
73 455 634
282 80 705
263 467 179
453 192 628
79 368 871
339 189 133
421 115 757
63 196 857
26 18 655
442 226 43
147 341 862
179 294 554
159 373 922
15 338 930
125 401 479
334 106 14
307 132 385
314 88 329
277 30 55
34 209 690
362 103 831
178 470 169
108 95 923
454 88 162
339 255 250
75 57 163
471 443 224
280 98 899
281 237 669
204 324 451
233 278 891
247 469 646
483 212 588
498 35 31
74 48 767
370 328 366
122 440 994
344 73 231
365 277 908
316 362 686
208 110 8
206 460 145
237 295 210
177 145 245
61 219 646
328 441 826
46 63 618
393 259 191
124 125 820
384 293 35
431 60 957
76 149 104
138 179 249
382 420 261
208 319 325
179 212 436
370 188 913
43 73 207
78 496 560
223 427 972
32 355 974
385 230 893
205 112 665
318 172 484
143 351 696
432 222 237
345 117 310
404 195 658
465 270 937
416 27 516
161 84 980
327 402 153
163 398 4
212 330 78
449 27 195
111 432 742
121 249 12
58 38 666
350 154 456
489 422 983
357 436 567
338 115 470
491 278 720
278 291 429
325 254 361
80 433 1
247 136 7
55 125 929
39 482 717
458 172 332
280 163 963
0 363 953
402 493 597
332 318 851
8 319 512
220 325 625
1 216 108
219 175 280
51 307 296
14 160 511
320 62 4
269 246 674
472 144 913
51 4 84
64 365 854
64 85 679
190 438 896
150 157 423
282 61 730
430 75 890
441 247 305
297 368 403
472 341 547
385 392 551
321 308 768
354 267 144
250 417 301
173 51 362
256 482 290
498 275 389
303 73 258
59 397 99
458 134 343
362 455 152
485 112 964
200 220 298
342 219 574
341 433 748
292 392 882
136 254 689
140 236 671
369 424 507
13 256 446
278 242 911
94 294 631
393 136 850
319 219 225
170 61 510
418 353 254
152 341 8
193 481 597
364 202 521
371 215 630
318 345 224
229 440 18
63 356 873
140 26 286
2 296 992
366 398 634
90 479 74
108 192 111
114 107 967
118 6 793
451 124 786
470 338 495
340 74 724
129 440 974
263 382 454
190 490 146
301 456 605
121 296 352
466 422 953
460 40 312
253 343 788
392 314 626
387 6 53
111 135 993
438 250 728
244 440 570
390 94 527
347 215 823
199 181 745
4 493 637
316 247 480
104 139 794
83 26 152
481 280 890
209 24 330
280 266 776
307 113 491
482 164 25
79 168 518
216 337 117
196 293 608
343 376 487
495 364 829
135 346 609
25 55 633
207 187 751
484 346 864
327 328 28
352 259 196
223 475 385
192 24 679
301 219 407
140 214 272
469 201 618
63 286 213
314 122 559
58 154 499
23 74 422
430 214 988
172 465 620
50 28 258
263 194 880
174 224 682
414 134 688
266 241 417
93 85 338
296 460 765
218 242 831
58 297 367
369 371 713
127 486 907
360 161 484
42 427 470
82 45 711
499 138 648
189 286 960
454 356 703
286 415 852
5 15 25
337 236 397
50 216 235
310 76 748
116 52 573
180 403 564
180 92 850
141 399 559
196 37 326
400 42 341
425 379 930
174 282 646
410 444 74
186 410 800
260 90 555
324 123 147
26 116 398
437 312 435
457 137 709
387 312 343
311 84 581
59 271 491
359 383 934
414 59 557
413 437 673
312 375 337
99 138 401
333 71 628
324 382 213
257 441 336
100 152 571
34 418 130
443 332 567
468 496 794
449 366 67
3 199 638
132 375 21
197 132 814
385 233 467
456 119 885
438 63 569
357 383 565
152 41 13
437 99 889
317 400 256
384 404 807
375 388 683
248 437 815
381 278 20
188 425 818
106 429 359
471 366 311
360 184 211
116 420 967
424 295 855
459 395 792
126 458 114
27 191 744
399 162 812
334 351 590
4 309 519
364 280 386
175 492 422
238 109 694
206 385 842
61 196 237
206 322 47
172 201 739
417 452 901
43 7 45
281 34 38
249 330 236
329 450 106
228 122 160
467 391 112
443 39 253
340 320 139
230 375 263
81 477 594
317 68 338
101 249 640
208 330 262
220 149 654
332 370 979
435 400 475
434 35 39
425 118 915
189 199 744
135 17 664
473 470 914
465 178 596
227 398 745
233 83 616
212 18 368
40 52 563
407 486 598
446 264 216
213 453 916
457 88 285
474 413 255
240 378 286
336 457 536
81 43 119
49 107 990
417 147 542
480 406 380
79 205 644
147 270 949
415 228 889
200 202 802
308 442 32
94 130 842
130 211 237
102 261 844
444 178 844
338 159 602
215 237 78
16 153 158
406 205 712
60 13 6
445 459 636
287 90 347
376 44 108
220 488 639
416 326 150
19 396 240
178 463 829
256 332 834
266 238 540
478 150 905
336 447 865
472 86 307
172 462 703
132 183 43
273 470 617
195 257 117
29 376 707
421 206 857
327 43 305
44 367 891
203 39 854
406 24 389
449 147 692
170 421 663
139 286 516
424 481 625
41 11 501
248 284 208
458 463 103
115 7 470
358 62 362
64 468 886
453 269 385
146 291 306
161 283 593
